Matrix Entered:,,,,
{1,2,7,11, 19}
{1,2,7,11, 20}
{1,2,7,11, 29}
{1,2,7,11, 30}
{1,2,7,11, 35}
{1,2,7,11, 36}
{1,2,7,11, 45}
{1,2,7,11, 46}
{1,2,7,12, 19}
{1,2,7,12, 20}
{1,2,7,12, 29}
{1,2,7,12, 30}
{1,2,7,12, 35}
{1,2,7,12, 36}
{1,2,7,12, 45}
{1,2,7,12, 46}
{1,2,7,13, 21}
{1,2,7,13, 22}
{1,2,7,13, 27}
{1,2,7,13, 28}
{1,2,7,13, 37}
{1,2,7,13, 38}
{1,2,7,13, 43}
{1,2,7,13, 44}
{1,2,7,14, 21}
{1,2,7,14, 22}
{1,2,7,14, 27}
{1,2,7,14, 28}
{1,2,7,14, 37}
{1,2,7,14, 38}
{1,2,7,14, 43}
{1,2,7,14, 44}
{1,2,7,19, 29}
{1,2,7,19, 30}
{1,2,7,19, 35}
{1,2,7,19, 36}
{1,2,7,19, 53}
{1,2,7,19, 54}
{1,2,7,20, 29}
{1,2,7,20, 30}
{1,2,7,20, 35}
{1,2,7,20, 36}
{1,2,7,20, 53}
{1,2,7,20, 54}
{1,2,7,21, 27}
{1,2,7,21, 28}
{1,2,7,21, 37}
{1,2,7,21, 38}
{1,2,7,21, 51}
{1,2,7,21, 52}
{1,2,7,22, 27}
{1,2,7,22, 28}
{1,2,7,22, 37}
{1,2,7,22, 38}
{1,2,7,22, 51}
{1,2,7,22, 52}
{1,2,7,27, 43}
{1,2,7,27, 44}
{1,2,7,27, 51}
{1,2,7,27, 52}
{1,2,7,28, 43}
{1,2,7,28, 44}
{1,2,7,28, 51}
{1,2,7,28, 52}
{1,2,7,29, 45}
{1,2,7,29, 46}
{1,2,7,29, 53}
{1,2,7,29, 54}
{1,2,7,30, 45}
{1,2,7,30, 46}
{1,2,7,30, 53}
{1,2,7,30, 54}
{1,2,7,35, 45}
{1,2,7,35, 46}
{1,2,7,35, 53}
{1,2,7,35, 54}
{1,2,7,36, 45}
{1,2,7,36, 46}
{1,2,7,36, 53}
{1,2,7,36, 54}
{1,2,7,37, 43}
{1,2,7,37, 44}
{1,2,7,37, 51}
{1,2,7,37, 52}
{1,2,7,38, 43}
{1,2,7,38, 44}
{1,2,7,38, 51}
{1,2,7,38, 52}
{1,2,7,43, 51}
{1,2,7,43, 52}
{1,2,7,44, 51}
{1,2,7,44, 52}
{1,2,7,45, 53}
{1,2,7,45, 54}
{1,2,7,46, 53}
{1,2,7,46, 54}
{1,2,8,11, 19}
{1,2,8,11, 20}
{1,2,8,11, 29}
{1,2,8,11, 30}
{1,2,8,11, 35}
{1,2,8,11, 36}
{1,2,8,11, 45}
{1,2,8,11, 46}
{1,2,8,12, 19}
{1,2,8,12, 20}
{1,2,8,12, 29}
{1,2,8,12, 30}
{1,2,8,12, 35}
{1,2,8,12, 36}
{1,2,8,12, 45}
{1,2,8,12, 46}
{1,2,8,13, 21}
{1,2,8,13, 22}
{1,2,8,13, 27}
{1,2,8,13, 28}
{1,2,8,13, 37}
{1,2,8,13, 38}
{1,2,8,13, 43}
{1,2,8,13, 44}
{1,2,8,14, 21}
{1,2,8,14, 22}
{1,2,8,14, 27}
{1,2,8,14, 28}
{1,2,8,14, 37}
{1,2,8,14, 38}
{1,2,8,14, 43}
{1,2,8,14, 44}
{1,2,8,19, 29}
{1,2,8,19, 30}
{1,2,8,19, 35}
{1,2,8,19, 36}
{1,2,8,19, 53}
{1,2,8,19, 54}
{1,2,8,20, 29}
{1,2,8,20, 30}
{1,2,8,20, 35}
{1,2,8,20, 36}
{1,2,8,20, 53}
{1,2,8,20, 54}
{1,2,8,21, 27}
{1,2,8,21, 28}
{1,2,8,21, 37}
{1,2,8,21, 38}
{1,2,8,21, 51}
{1,2,8,21, 52}
{1,2,8,22, 27}
{1,2,8,22, 28}
{1,2,8,22, 37}
{1,2,8,22, 38}
{1,2,8,22, 51}
{1,2,8,22, 52}
{1,2,8,27, 43}
{1,2,8,27, 44}
{1,2,8,27, 51}
{1,2,8,27, 52}
{1,2,8,28, 43}
{1,2,8,28, 44}
{1,2,8,28, 51}
{1,2,8,28, 52}
{1,2,8,29, 45}
{1,2,8,29, 46}
{1,2,8,29, 53}
{1,2,8,29, 54}
{1,2,8,30, 45}
{1,2,8,30, 46}
{1,2,8,30, 53}
{1,2,8,30, 54}
{1,2,8,35, 45}
{1,2,8,35, 46}
{1,2,8,35, 53}
{1,2,8,35, 54}
{1,2,8,36, 45}
{1,2,8,36, 46}
{1,2,8,36, 53}
{1,2,8,36, 54}
{1,2,8,37, 43}
{1,2,8,37, 44}
{1,2,8,37, 51}
{1,2,8,37, 52}
{1,2,8,38, 43}
{1,2,8,38, 44}
{1,2,8,38, 51}
{1,2,8,38, 52}
{1,2,8,43, 51}
{1,2,8,43, 52}
{1,2,8,44, 51}
{1,2,8,44, 52}
{1,2,8,45, 53}
{1,2,8,45, 54}
{1,2,8,46, 53}
{1,2,8,46, 54}
{1,2,11,13, 23}
{1,2,11,13, 24}
{1,2,11,13, 25}
{1,2,11,13, 26}
{1,2,11,13, 39}
{1,2,11,13, 40}
{1,2,11,13, 41}
{1,2,11,13, 42}
{1,2,11,14, 23}
{1,2,11,14, 24}
{1,2,11,14, 25}
{1,2,11,14, 26}
{1,2,11,14, 39}
{1,2,11,14, 40}
{1,2,11,14, 41}
{1,2,11,14, 42}
{1,2,11,19, 29}
{1,2,11,19, 30}
{1,2,11,19, 35}
{1,2,11,19, 36}
{1,2,11,19, 57}
{1,2,11,19, 58}
{1,2,11,20, 29}
{1,2,11,20, 30}
{1,2,11,20, 35}
{1,2,11,20, 36}
{1,2,11,20, 57}
{1,2,11,20, 58}
{1,2,11,23, 25}
{1,2,11,23, 26}
{1,2,11,23, 39}
{1,2,11,23, 40}
{1,2,11,23, 51}
{1,2,11,23, 52}
