"{1, 2, 7, 11, 20, 30}"
"{1, 2, 7, 11, 20, 36}"
"{1, 2, 7, 11, 30, 46}"
"{1, 2, 7, 11, 36, 46}"
"{1, 2, 7, 12, 19, 30}"
"{1, 2, 7, 12, 19, 36}"
"{1, 2, 7, 12, 20, 29}"
"{1, 2, 7, 12, 20, 35}"
"{1, 2, 7, 12, 29, 46}"
"{1, 2, 7, 12, 30, 45}"
"{1, 2, 7, 12, 35, 46}"
"{1, 2, 7, 12, 36, 45}"
"{1, 2, 7, 13, 21, 28}"
"{1, 2, 7, 13, 21, 38}"
"{1, 2, 7, 13, 22, 27}"
"{1, 2, 7, 13, 22, 37}"
"{1, 2, 7, 13, 27, 44}"
"{1, 2, 7, 13, 28, 43}"
"{1, 2, 7, 13, 37, 44}"
"{1, 2, 7, 13, 38, 43}"
"{1, 2, 7, 14, 21, 27}"
"{1, 2, 7, 14, 21, 37}"
"{1, 2, 7, 14, 27, 43}"
"{1, 2, 7, 14, 37, 43}"
"{1, 2, 7, 19, 30, 54}"
"{1, 2, 7, 19, 36, 54}"
"{1, 2, 7, 20, 29, 54}"
"{1, 2, 7, 20, 30, 53}"
"{1, 2, 7, 20, 35, 54}"
"{1, 2, 7, 20, 36, 53}"
"{1, 2, 7, 21, 27, 52}"
"{1, 2, 7, 21, 28, 51}"
"{1, 2, 7, 21, 37, 52}"
"{1, 2, 7, 21, 38, 51}"
"{1, 2, 7, 22, 27, 51}"
"{1, 2, 7, 22, 37, 51}"
"{1, 2, 7, 27, 43, 52}"
"{1, 2, 7, 27, 44, 51}"
"{1, 2, 7, 28, 43, 51}"
"{1, 2, 7, 29, 46, 54}"
"{1, 2, 7, 30, 45, 54}"
"{1, 2, 7, 30, 46, 53}"
"{1, 2, 7, 35, 46, 54}"
"{1, 2, 7, 36, 45, 54}"
"{1, 2, 7, 36, 46, 53}"
"{1, 2, 7, 37, 43, 52}"
"{1, 2, 7, 37, 44, 51}"
"{1, 2, 7, 38, 43, 51}"
"{1, 2, 8, 11, 19, 30}"
"{1, 2, 8, 11, 19, 36}"
"{1, 2, 8, 11, 20, 29}"
"{1, 2, 8, 11, 20, 35}"
"{1, 2, 8, 11, 29, 46}"
"{1, 2, 8, 11, 30, 45}"
"{1, 2, 8, 11, 35, 46}"
"{1, 2, 8, 11, 36, 45}"
"{1, 2, 8, 12, 19, 29}"
"{1, 2, 8, 12, 19, 35}"
"{1, 2, 8, 12, 29, 45}"
"{1, 2, 8, 12, 35, 45}"
"{1, 2, 8, 13, 22, 28}"
"{1, 2, 8, 13, 22, 38}"
"{1, 2, 8, 13, 28, 44}"
"{1, 2, 8, 13, 38, 44}"
"{1, 2, 8, 14, 21, 28}"
"{1, 2, 8, 14, 21, 38}"
"{1, 2, 8, 14, 22, 27}"
"{1, 2, 8, 14, 22, 37}"
"{1, 2, 8, 14, 27, 44}"
"{1, 2, 8, 14, 28, 43}"
"{1, 2, 8, 14, 37, 44}"
"{1, 2, 8, 14, 38, 43}"
